,area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,nettPrice,project,street,marketSegment,x,y
0,159.3,-,1,0320,3,2630000,Terrace,05,Land,Freehold,,LANDED HOUSING DEVELOPMENT,NEO PEE TECK LANE,RCR,20914.1988965525,30589.1070785135
1,186,-,1,0321,3,1880000,Strata Terrace,05,Strata,Freehold,,LANDED HOUSING DEVELOPMENT,NEO PEE TECK LANE,RCR,20914.1988965525,30589.1070785135
2,257,-,1,0522,3,4600000,Terrace,05,Land,Freehold,,LANDED HOUSING DEVELOPMENT,NEO PEE TECK LANE,RCR,20914.1988965525,30589.1070785135
3,524.3,-,1,0220,3,5500000,Semi-detached,05,Land,Freehold,,LANDED HOUSING DEVELOPMENT,ZEHNDER ROAD,RCR,,
4,308,-,1,0921,3,5200000,Semi-detached,05,Land,Freehold,,LANDED HOUSING DEVELOPMENT,ZEHNDER ROAD,RCR,,
5,228.4,-,1,0724,3,5188888,Semi-detached,05,Land,Freehold,,LANDED HOUSING DEVELOPMENT,ZEHNDER ROAD,RCR,,
6,194,01-05,1,0220,3,2800000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
7,194,01-05,1,1020,3,3180000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
8,226,01-05,1,0920,3,3400000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
9,223,01-05,1,0221,3,2800000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
10,194,01-05,1,0521,3,3207910,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
11,195,01-05,1,1121,3,3145820,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
12,194,01-05,1,0421,3,2892370,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
13,226,01-05,1,0721,3,4139770,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
14,240,01-05,1,0521,3,4080000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
15,199,01-05,1,0921,3,3083590,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
16,194,01-05,1,0421,3,2849590,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
17,200,01-05,1,1221,3,3450000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
18,194,01-05,1,1021,3,3228150,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
19,195,01-05,1,0921,3,3157910,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
20,194,01-05,1,0921,3,3177660,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
21,194,01-05,1,0521,3,3178150,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
22,196,01-05,1,0921,3,2852170,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
23,199,01-05,1,1121,3,3140000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
24,203,01-05,1,0421,3,3500000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
25,224,01-05,1,0421,3,3307590,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
26,194,01-05,1,0421,3,3207000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
27,194,01-05,1,0721,3,3240240,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
28,195,01-05,1,0721,3,3125000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
29,199,01-05,1,0122,3,3108150,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
30,226,01-05,1,0122,3,4169770,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
31,347,06-10,1,0521,3,4702500,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
32,224,01-05,1,0421,3,3350370,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
33,201,01-05,1,0721,3,3282310,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
34,194,01-05,1,0521,3,2741000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
35,194,01-05,1,0521,3,2793790,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
36,223,01-05,1,0422,3,4049560,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
37,224,01-05,1,0522,3,4068160,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
38,199,01-05,1,0122,3,3071880,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
39,224,01-05,1,0322,3,3254850,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
40,224,01-05,1,0422,3,3254850,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
41,290,06-10,1,0222,3,4448210,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
42,225,01-05,1,0322,3,4127920,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
43,239,01-05,1,1022,3,3399680,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
44,202,01-05,1,0223,3,3150000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
45,201,01-05,1,0922,3,3232310,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
46,282,01-05,1,0822,3,4650000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
47,305,06-10,1,1222,3,4630000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
48,249,01-05,1,0123,3,4609400,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
49,225,01-05,1,1022,3,4115830,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
50,238,01-05,1,0524,3,4397000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
51,215,01-05,1,0524,3,3500000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
52,201,01-05,1,0124,3,3000000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
53,249,01-05,1,1023,3,4610000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
54,201,01-05,1,1223,3,3380000,Condominium,04,Strata,99 yrs lease commencing from 2007,,TURQUOISE,COVE DRIVE,CCR,28382.47067,25008.33592
55,97,21-25,1,0724,3,2460000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
56,97,31-35,1,0724,3,2650000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
57,77,41-45,1,0724,3,1950000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
58,104,16-20,1,0823,2,2520000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
59,114,41-45,1,1219,1,2353000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
60,97,31-35,1,0120,1,2052400,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
61,73,36-40,1,0120,1,1663000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
62,97,36-40,1,0220,1,2142400,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
63,77,41-45,1,0120,1,1746600,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
64,97,36-40,1,1019,1,2063100,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
65,104,36-40,1,0220,1,2179500,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
66,73,36-40,1,1219,1,1665200,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
67,97,36-40,1,0220,1,2153300,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
68,97,36-40,1,0220,1,2095200,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
69,77,41-45,1,1219,1,1781100,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
70,104,31-35,1,1019,1,2137000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
71,104,31-35,1,0120,1,2116000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
72,104,36-40,1,0220,1,2190000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
73,97,41-45,1,1119,1,2164000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
74,97,41-45,1,0220,1,2137900,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
75,97,36-40,1,0120,1,2095200,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
76,97,36-40,1,0420,1,2105900,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
77,104,31-35,1,0220,1,2158300,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
78,114,36-40,1,1219,1,2342300,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
79,114,26-30,1,1219,1,2226000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
80,97,31-35,1,0420,1,2041700,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
81,97,06-10,1,1119,1,1800600,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
82,97,31-35,1,0919,1,2031000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
83,73,36-40,1,0220,1,1673900,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
84,97,41-45,1,0120,1,2175000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
85,73,41-45,1,0620,1,1697600,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
86,114,31-35,1,1019,1,2245800,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
87,77,41-45,1,0919,1,1746200,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
88,73,41-45,1,0120,1,1682400,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
89,77,41-45,1,0120,1,1768100,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
90,131,26-30,1,0320,2,2450000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
91,104,26-30,1,0919,1,2097100,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
92,97,41-45,1,0620,1,2127300,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
93,77,36-40,1,0120,1,1737900,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
94,73,06-10,1,0620,2,1400000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
95,97,36-40,1,0320,1,2073800,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
96,240,41-45,1,0520,1,4731500,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
97,104,31-35,1,0120,1,2168800,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
98,97,36-40,1,1019,1,2120800,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
99,97,31-35,1,0220,1,2020400,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
100,240,36-40,1,0720,1,4700000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
101,77,41-45,1,1119,1,1755200,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
102,73,41-45,1,0520,1,1680300,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
103,240,41-45,1,1119,1,4763000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
104,104,26-30,1,1019,1,2080100,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
105,73,36-40,1,0120,1,1663000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
106,73,41-45,1,0220,1,1699800,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
107,77,41-45,1,1019,1,1759500,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
108,73,36-40,1,0220,1,1671700,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
109,73,41-45,1,0620,1,1689000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
110,97,41-45,1,0620,1,2116600,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
111,73,41-45,1,0420,1,1691100,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
112,97,11-15,1,1120,2,1960000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
113,97,36-40,1,1220,2,2180000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
114,73,06-10,1,0221,2,1450000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
115,97,11-15,1,1121,2,2150000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
116,97,26-30,1,0621,2,2088000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
117,104,21-25,1,0921,2,2228000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
118,77,16-20,1,0621,2,1630000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
119,77,06-10,1,0821,2,1525000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
120,73,11-15,1,1121,2,1545000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
121,73,11-15,1,0121,2,1450000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
122,97,06-10,1,0721,2,1980000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
123,73,16-20,1,0421,2,1520000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
124,77,06-10,1,0622,2,1680000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
125,73,16-20,1,0322,2,1520000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
126,73,26-30,1,0522,2,1650000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
127,77,16-20,1,0622,2,1800000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
128,77,06-10,1,0922,2,1700000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
129,77,06-10,1,0922,2,1700000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
130,77,26-30,1,0922,2,1838000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
131,77,31-35,1,0123,2,1920000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
132,97,11-15,1,1022,2,2310000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
133,73,21-25,1,0822,2,1635000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
134,104,36-40,1,0323,2,2538000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
135,114,06-10,1,0523,2,2380000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
136,131,31-35,1,0623,2,2870000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
137,73,36-40,1,0623,2,1760000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
138,73,31-35,1,0823,2,1778000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
139,114,31-35,1,1023,2,2770000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
140,77,36-40,1,1023,2,1970000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
141,73,11-15,1,0724,3,1810000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
142,73,31-35,1,0923,2,1850000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
143,104,31-35,1,0524,3,2560000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
144,114,31-35,1,0823,2,2780000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
145,114,36-40,1,0724,3,2985000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
146,114,36-40,1,1223,2,2950000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
147,114,41-45,1,1123,2,2928888,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
148,97,16-20,1,0823,2,2450000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
149,77,36-40,1,0424,2,1940000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
150,77,16-20,1,0824,3,1920000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
151,77,26-30,1,0724,3,1950000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
152,77,26-30,1,0724,3,1980000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
153,114,31-35,1,1023,2,2800000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
154,73,16-20,1,0324,2,1785000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
155,97,31-35,1,0124,2,2500000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
156,114,31-35,1,1223,2,2850000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
157,97,06-10,1,0424,3,2428888,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
158,77,36-40,1,0424,3,1960000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
159,73,06-10,1,1223,2,1780000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
160,77,11-15,1,0624,3,1880000,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
161,73,11-15,1,0923,2,1818888,Apartment,03,Strata,99 yrs lease commencing from 2016,,ARTRA,ALEXANDRA VIEW,RCR,26204.50079,30270.56219
162,93,01-05,1,1020,3,1500000,Apartment,03,Strata,Freehold,,RESIDENTIAL APARTMENTS,YONG SIAK STREET,RCR,27660.97304,29438.53463
163,53,26-30,1,0524,3,1150000,Apartment,07,Strata,99 yrs lease commencing from 2014,,CITY GATE,BEACH ROAD,RCR,31220.91906,31632.51122
164,99,21-25,1,0424,3,1580000,Apartment,07,Strata,99 yrs lease commencing from 2014,,CITY GATE,BEACH ROAD,RCR,31220.91906,31632.51122
165,42,11-15,1,0224,3,965000,Apartment,07,Strata,99 yrs lease commencing from 2014,,CITY GATE,BEACH ROAD,RCR,31220.91906,31632.51122
166,75,06-10,1,0220,3,1440000,Apartment,07,Strata,99 yrs lease commencing from 2014,,CITY GATE,BEACH ROAD,RCR,31220.91906,31632.51122
167,85,21-25,1,1120,3,1912500,Apartment,07,Strata,99 yrs lease commencing from 2014,,CITY GATE,BEACH ROAD,RCR,31220.91906,31632.51122
168,63,06-10,1,1220,3,1290000,Apartment,07,Strata,99 yrs lease commencing from 2014,,CITY GATE,BEACH ROAD,RCR,31220.91906,31632.51122
169,42,11-15,1,0121,3,870000,Apartment,07,Strata,99 yrs lease commencing from 2014,,CITY GATE,BEACH ROAD,RCR,31220.91906,31632.51122
170,63,26-30,1,0221,3,1408000,Apartment,07,Strata,99 yrs lease commencing from 2014,,CITY GATE,BEACH ROAD,RCR,31220.91906,31632.51122
171,64,06-10,1,1220,3,1260000,Apartment,07,Strata,99 yrs lease commencing from 2014,,CITY GATE,BEACH ROAD,RCR,31220.91906,31632.51122
172,66,21-25,1,0421,3,1390000,Apartment,07,Strata,99 yrs lease commencing from 2014,,CITY GATE,BEACH ROAD,RCR,31220.91906,31632.51122
