,area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,nettPrice,project,street,marketSegment,x,y
11770,61,16-20,1,0120,1,1322000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11771,64,31-35,1,1119,1,1450000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11772,49,26-30,1,0919,1,1096000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11773,61,06-10,1,0919,1,1286000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11774,68,31-35,1,0520,1,1519000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11775,88,01-05,1,0919,1,1614000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11776,49,11-15,1,0919,1,1067000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11777,64,56-60,1,0520,1,1631000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11778,46,01-05,1,0919,1,908000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11779,49,16-20,1,1019,1,1124000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11780,46,01-05,1,0919,1,940000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11781,61,11-15,1,1119,1,1370000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11782,103,11-15,1,0620,1,2072000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11783,49,16-20,1,0919,1,1071000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11784,67,11-15,1,0919,1,1414000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11785,64,06-10,1,0919,1,1274000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11786,49,01-05,1,0919,1,1040000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11787,93,01-05,1,0919,1,1772000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11788,93,01-05,1,0919,1,1712000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11789,61,11-15,1,0919,1,1306000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11790,67,11-15,1,0919,1,1436000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11791,49,16-20,1,0220,1,1065000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11792,67,16-20,1,0919,1,1499000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11793,103,26-30,1,0920,1,2222200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11794,68,21-25,1,0820,1,1479200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11795,61,16-20,1,0820,1,1317200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11796,103,26-30,1,0820,1,2208200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11797,103,01-05,1,0820,1,1979200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11798,49,21-25,1,0820,1,1074200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11799,46,01-05,1,0919,1,917000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11800,67,31-35,1,0919,1,1568000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11801,68,06-10,1,0919,1,1350000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11802,88,26-30,1,0820,1,1896200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11803,61,21-25,1,0820,1,1404200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11804,61,36-40,1,0120,1,1569000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11805,121,56-60,1,1019,1,2704000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11806,68,06-10,1,1019,1,1337000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11807,64,21-25,1,1019,1,1414000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11808,64,16-20,1,0919,1,1375000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11809,61,06-10,1,0919,1,1308000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11810,46,01-05,1,0919,1,917000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11811,61,16-20,1,0820,1,1308200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11812,64,26-30,1,0820,1,1431200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11813,88,26-30,1,0820,1,1883200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11814,139,26-30,1,0820,1,2928200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11815,61,21-25,1,0820,1,1413200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11816,103,31-35,1,0820,1,2252200,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11817,49,31-35,1,0919,1,1113000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11818,49,01-05,1,0919,1,970000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11819,49,16-20,1,0919,1,1129000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11820,103,06-10,1,0919,1,2030000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11821,68,31-35,1,0919,1,1513000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11822,61,06-10,1,0919,1,1302000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11823,68,16-20,1,0220,1,1445000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11824,49,06-10,1,0919,1,994000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11825,103,01-05,1,0620,1,2014000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11826,103,06-10,1,1019,1,2044000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11827,44,01-05,1,0919,1,873000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11828,49,41-45,1,0919,1,1307000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11829,46,01-05,1,0919,1,903000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11830,61,46-50,1,0919,1,1616000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11831,75,01-05,1,1219,1,1469000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11832,49,01-05,1,0420,1,984000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11833,49,06-10,1,0420,1,1060000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11834,49,01-05,1,0919,1,976000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11835,103,41-45,1,0919,1,2426000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11836,88,16-20,1,0919,1,1841000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11837,88,31-35,1,0919,1,1934000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11838,67,16-20,1,0919,1,1488000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11839,64,11-15,1,0919,1,1367000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11840,46,01-05,1,0919,1,927000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11841,67,21-25,1,0919,1,1513000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11842,61,31-35,1,1219,1,1480000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11843,88,16-20,1,0919,1,1857000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11844,88,06-10,1,1219,1,1704000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11845,49,16-20,1,1219,1,1135000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11846,67,21-25,1,0919,1,1519000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11847,75,01-05,1,0919,1,1390000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11848,103,26-30,1,1020,1,2245000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11849,49,21-25,1,1020,1,1094000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11850,61,26-30,1,1020,1,1378000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11851,61,21-25,1,0320,1,1421000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11852,68,21-25,1,0420,1,1477000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11853,49,26-30,1,1120,1,1174000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11854,88,16-20,1,1120,1,1833000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11855,49,31-35,1,1120,1,1213000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11856,64,41-45,1,1120,1,1529000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11857,64,41-45,1,1120,1,1524000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11858,64,36-40,1,1020,1,1527000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11859,61,36-40,1,1020,1,1555000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11860,61,46-50,1,1020,1,1610000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11861,49,26-30,1,1020,1,1115000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11862,61,26-30,1,1020,1,1377000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11863,68,46-50,1,1020,1,1688000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11864,75,01-05,1,1020,1,1533000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11865,49,31-35,1,1120,1,1200000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11866,61,21-25,1,1120,1,1422000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11867,49,21-25,1,1120,1,1079000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11868,88,21-25,1,1120,1,1870000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11869,64,41-45,1,1120,1,1540000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11870,61,21-25,1,0920,1,1423000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11871,61,31-35,1,0920,1,1386000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11872,75,01-05,1,0920,1,1478000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11873,103,41-45,1,1020,1,2426000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11874,49,26-30,1,1020,1,1103000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11875,64,36-40,1,1020,1,1536000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11876,88,26-30,1,1020,1,1911000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11877,68,41-45,1,1020,1,1646000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11878,61,36-40,1,0920,1,1559000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11879,61,26-30,1,0920,1,1360000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11880,103,26-30,1,0920,1,2237000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11881,61,21-25,1,0920,1,1332000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11882,49,06-10,1,0920,1,988000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11883,103,01-05,1,1120,1,2002000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11884,103,06-10,1,1120,1,2020000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11885,68,41-45,1,1120,1,1640000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11886,49,36-40,1,1020,1,1267000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11887,61,36-40,1,1020,1,1572000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11888,64,36-40,1,1020,1,1538000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11889,68,26-30,1,0920,1,1522000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11890,68,31-35,1,0920,1,1540000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11891,61,21-25,1,0920,1,1340000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11892,49,21-25,1,0920,1,1086000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11893,49,26-30,1,0920,1,1095000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11894,49,26-30,1,1220,1,1185000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11895,49,26-30,1,1220,1,1108000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11896,64,36-40,1,1220,1,1508000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11897,67,36-40,1,1120,1,1681000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11898,61,31-35,1,1220,1,1392000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11899,49,31-35,1,0221,1,1129000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11900,49,31-35,1,0221,1,1121000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11901,68,46-50,1,0221,1,1644000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11902,103,36-40,1,0121,1,2358000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11903,64,36-40,1,0221,1,1527000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11904,68,46-50,1,0221,1,1656000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11905,64,21-25,1,0919,1,1389000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11906,61,31-35,1,0121,1,1474000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11907,61,26-30,1,0121,1,1356000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11908,139,26-30,1,0121,1,2965000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11909,67,46-50,1,0121,1,1772000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11910,61,26-30,1,1220,1,1457000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11911,61,31-35,1,1220,1,1384000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11912,61,26-30,1,1220,1,1344000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11913,49,26-30,1,1220,1,1114000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11914,88,16-20,1,1220,1,1845000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11915,61,31-35,1,1220,1,1471000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11916,88,11-15,1,1220,1,1837000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11917,49,26-30,1,1220,1,1104000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11918,68,26-30,1,1220,1,1521000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11919,103,31-35,1,0221,1,2264000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11920,49,51-55,1,0221,1,1348000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11921,139,31-35,1,0221,1,3007000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
11922,103,26-30,1,0221,1,2250000,Apartment,03,Strata,99 yrs lease commencing from 2018,,AVENUE SOUTH RESIDENCE,SILAT AVENUE,RCR,27597.65868,28801.89427
