area,floor_range,price,district,market_segment,year,month,year_after_lease_com
140.0,01-05,1410000.0,19,OCR,2020,11,8
72.0,11-15,770000.0,19,OCR,2020,10,8
96.0,11-15,970000.0,19,OCR,2020,10,8
96.0,01-05,955000.0,19,OCR,2020,10,8
129.0,16-20,1300000.0,19,OCR,2020,10,8
139.0,06-10,1500000.0,19,OCR,2020,10,8
117.0,01-05,1120000.0,19,OCR,2020,10,8
96.0,16-20,972000.0,19,OCR,2020,10,8
95.0,06-10,950000.0,19,OCR,2020,10,8
96.0,01-05,950000.0,19,OCR,2021,1,9
96.0,06-10,965000.0,19,OCR,2021,1,9
96.0,01-05,958000.0,19,OCR,2021,3,9
96.0,11-15,990000.0,19,OCR,2020,12,8
119.0,11-15,1260000.0,19,OCR,2021,1,9
95.0,06-10,958000.0,19,OCR,2020,12,8
114.0,11-15,1142000.0,19,OCR,2020,12,8
72.0,06-10,750000.0,19,OCR,2021,1,9
119.0,06-10,1185000.0,19,OCR,2021,2,9
95.0,11-15,950000.0,19,OCR,2021,2,9
129.0,11-15,1368000.0,19,OCR,2021,2,9
72.0,06-10,760000.0,19,OCR,2020,12,8
129.0,11-15,1370000.0,19,OCR,2020,12,8
72.0,11-15,790000.0,19,OCR,2020,10,8
211.0,16-20,1700000.0,19,OCR,2020,12,8
119.0,06-10,1250000.0,19,OCR,2021,1,9
119.0,11-15,1230000.0,19,OCR,2020,10,8
114.0,06-10,1198000.0,19,OCR,2020,12,8
129.0,11-15,1335000.0,19,OCR,2020,10,8
96.0,06-10,948000.0,19,OCR,2020,10,8
119.0,11-15,1300000.0,19,OCR,2021,1,9
114.0,01-05,1110000.0,19,OCR,2020,11,8
119.0,11-15,1295000.0,19,OCR,2020,11,8
119.0,11-15,1280000.0,19,OCR,2020,11,8
119.0,01-05,1180000.0,19,OCR,2021,1,9
129.0,11-15,1300000.0,19,OCR,2021,2,9
95.0,11-15,942000.0,19,OCR,2020,12,8
140.0,01-05,1430000.0,19,OCR,2021,4,9
96.0,06-10,980000.0,19,OCR,2021,7,9
223.0,16-20,2015000.0,19,OCR,2021,11,9
119.0,16-20,1280000.0,19,OCR,2021,6,9
95.0,11-15,950000.0,19,OCR,2021,4,9
129.0,01-05,1305000.0,19,OCR,2021,3,9
129.0,01-05,1288000.0,19,OCR,2021,4,9
96.0,06-10,971000.0,19,OCR,2021,4,9
119.0,11-15,1158000.0,19,OCR,2021,3,9
114.0,06-10,1168000.0,19,OCR,2021,4,9
118.0,01-05,1208000.0,19,OCR,2021,10,9
186.0,16-20,1720000.0,19,OCR,2021,10,9
126.0,01-05,1245000.0,19,OCR,2021,7,9
95.0,11-15,945000.0,19,OCR,2021,3,9
119.0,01-05,1200000.0,19,OCR,2021,3,9
95.0,01-05,930000.0,19,OCR,2021,3,9
114.0,06-10,1153000.0,19,OCR,2021,2,9
129.0,11-15,1410000.0,19,OCR,2021,4,9
119.0,11-15,1330000.0,19,OCR,2021,10,9
186.0,16-20,1770000.0,19,OCR,2021,10,9
169.0,01-05,1538000.0,19,OCR,2021,9,9
139.0,11-15,1545000.0,19,OCR,2021,9,9
96.0,16-20,990000.0,19,OCR,2021,4,9
139.0,01-05,1490000.0,19,OCR,2021,3,9
85.0,01-05,810000.0,19,OCR,2021,5,9
119.0,06-10,1300000.0,19,OCR,2022,1,10
96.0,06-10,970000.0,19,OCR,2021,1,9
147.0,01-05,1480000.0,19,OCR,2021,12,9
240.0,16-20,2290000.0,19,OCR,2021,12,9
223.0,16-20,1980000.0,19,OCR,2021,12,9
72.0,11-15,825000.0,19,OCR,2022,1,10
119.0,11-15,1350000.0,19,OCR,2021,9,9
119.0,01-05,1290000.0,19,OCR,2021,9,9
147.0,01-05,1420000.0,19,OCR,2021,10,9
96.0,06-10,1058000.0,19,OCR,2021,10,9
96.0,06-10,960000.0,19,OCR,2021,6,9
114.0,01-05,1150000.0,19,OCR,2021,5,9
72.0,16-20,805000.0,19,OCR,2021,9,9
140.0,16-20,1536000.0,19,OCR,2021,3,9
129.0,06-10,1330000.0,19,OCR,2021,3,9
119.0,06-10,1178000.0,19,OCR,2021,3,9
96.0,11-15,970000.0,19,OCR,2021,4,9
114.0,01-05,1160000.0,19,OCR,2021,4,9
119.0,01-05,1270000.0,19,OCR,2021,6,9
114.0,01-05,1150000.0,19,OCR,2021,8,9
139.0,01-05,1510000.0,19,OCR,2021,8,9
96.0,06-10,970000.0,19,OCR,2021,7,9
264.0,16-20,2358000.0,19,OCR,2021,11,9
95.0,11-15,1068000.0,19,OCR,2021,10,9
114.0,11-15,1280000.0,19,OCR,2021,11,9
129.0,06-10,1420000.0,19,OCR,2021,8,9
96.0,11-15,1080000.0,19,OCR,2021,8,9
119.0,11-15,1270000.0,19,OCR,2021,11,9
129.0,11-15,1400000.0,19,OCR,2021,9,9
139.0,01-05,1500000.0,19,OCR,2021,5,9
96.0,06-10,995000.0,19,OCR,2021,7,9
95.0,01-05,945000.0,19,OCR,2021,5,9
96.0,01-05,940000.0,19,OCR,2021,3,9
119.0,06-10,1200000.0,19,OCR,2021,4,9
96.0,11-15,985000.0,19,OCR,2021,4,9
129.0,06-10,1370000.0,19,OCR,2021,4,9
114.0,06-10,1080000.0,19,OCR,2021,3,9
169.0,01-05,1610000.0,19,OCR,2021,12,9
95.0,06-10,950000.0,19,OCR,2021,3,9
114.0,11-15,1220000.0,19,OCR,2021,4,9
129.0,11-15,1390000.0,19,OCR,2021,4,9
114.0,01-05,1130000.0,19,OCR,2021,5,9
119.0,06-10,1288000.0,19,OCR,2021,3,9
140.0,11-15,1580000.0,19,OCR,2021,5,9
129.0,01-05,1350000.0,19,OCR,2021,7,9
96.0,11-15,994000.0,19,OCR,2021,7,9
114.0,06-10,1318000.0,19,OCR,2022,4,10
114.0,11-15,1380000.0,19,OCR,2022,5,10
95.0,01-05,1125000.0,19,OCR,2022,5,10
114.0,11-15,1300088.0,19,OCR,2022,4,10
129.0,06-10,1491000.0,19,OCR,2022,4,10
114.0,06-10,1330000.0,19,OCR,2022,5,10
114.0,11-15,1300000.0,19,OCR,2022,2,10
72.0,01-05,810000.0,19,OCR,2022,2,10
114.0,01-05,1280000.0,19,OCR,2022,3,10
95.0,06-10,1160000.0,19,OCR,2022,3,10
140.0,01-05,1598000.0,19,OCR,2022,2,10
72.0,11-15,862000.0,19,OCR,2022,4,10
96.0,01-05,1100000.0,19,OCR,2022,5,10
114.0,11-15,1383000.0,19,OCR,2022,6,10
95.0,01-05,1015000.0,19,OCR,2022,1,10
119.0,06-10,1380000.0,19,OCR,2022,1,10
96.0,06-10,1160000.0,19,OCR,2022,5,10
119.0,06-10,1420000.0,19,OCR,2022,5,10
169.0,01-05,1600000.0,19,OCR,2022,1,10
96.0,11-15,1138000.0,19,OCR,2022,2,10
96.0,16-20,1138000.0,19,OCR,2022,2,10
96.0,11-15,1145000.0,19,OCR,2021,12,9
119.0,11-15,1315000.0,19,OCR,2022,1,10
114.0,06-10,1250000.0,19,OCR,2022,7,10
129.0,06-10,1518000.0,19,OCR,2022,1,10
223.0,16-20,2145000.0,19,OCR,2022,1,10
96.0,01-05,1210000.0,19,OCR,2022,9,10
72.0,06-10,870000.0,19,OCR,2022,8,10
96.0,11-15,1320000.0,19,OCR,2023,4,11
119.0,06-10,1460000.0,19,OCR,2022,10,10
129.0,06-10,1550000.0,19,OCR,2022,10,10
129.0,11-15,1698000.0,19,OCR,2023,4,11
95.0,11-15,1210000.0,19,OCR,2023,3,11
95.0,06-10,1150000.0,19,OCR,2023,4,11
96.0,11-15,1310000.0,19,OCR,2023,4,11
96.0,11-15,1330000.0,19,OCR,2023,5,11
148.0,01-05,1710000.0,19,OCR,2023,5,11
114.0,06-10,1442000.0,19,OCR,2023,7,11
119.0,06-10,1520000.0,19,OCR,2023,6,11
129.0,01-05,1680000.0,19,OCR,2023,7,11
119.0,01-05,1580000.0,19,OCR,2023,9,11
119.0,16-20,1650000.0,19,OCR,2023,7,11
114.0,16-20,1550000.0,19,OCR,2023,11,11
95.0,06-10,1300000.0,19,OCR,2023,8,11
211.0,16-20,2350000.0,19,OCR,2023,11,11
114.0,06-10,1530000.0,19,OCR,2023,8,11
139.0,06-10,1875000.0,19,OCR,2023,8,11
96.0,06-10,1338000.0,19,OCR,2023,8,11
95.0,11-15,1300000.0,19,OCR,2023,10,11
75.0,06-10,1035000.0,18,OCR,2023,9,12
100.0,01-05,1238888.0,18,OCR,2023,7,12
107.0,11-15,1533000.0,18,OCR,2023,8,12
107.0,06-10,1508000.0,18,OCR,2023,9,12
105.0,11-15,980000.0,18,OCR,2019,9,8
114.0,11-15,1190000.0,18,OCR,2019,10,8
114.0,16-20,1240000.0,18,OCR,2019,10,8
132.0,06-10,1200000.0,18,OCR,2019,10,8
75.0,11-15,788000.0,18,OCR,2019,10,8
105.0,11-15,1060000.0,18,OCR,2019,9,8
89.0,11-15,955000.0,18,OCR,2019,10,8
89.0,06-10,892000.0,18,OCR,2019,9,8
97.0,06-10,955000.0,18,OCR,2019,12,8
132.0,11-15,1245000.0,18,OCR,2020,2,9
75.0,06-10,756000.0,18,OCR,2020,1,9
120.0,11-15,1180000.0,18,OCR,2019,11,8
75.0,06-10,745000.0,18,OCR,2019,11,8
75.0,11-15,770000.0,18,OCR,2020,1,9
89.0,01-05,850000.0,18,OCR,2019,11,8
109.0,11-15,1056888.0,18,OCR,2020,8,9
105.0,06-10,1045000.0,18,OCR,2020,3,9
75.0,11-15,786000.0,18,OCR,2019,9,8
74.0,01-05,760000.0,18,OCR,2020,6,9
74.0,01-05,760000.0,18,OCR,2020,2,9
105.0,11-15,1068900.0,18,OCR,2019,11,8
75.0,06-10,800000.0,18,OCR,2020,1,9
75.0,06-10,733000.0,18,OCR,2019,9,8
107.0,06-10,1060000.0,18,OCR,2020,8,9
92.0,06-10,875000.0,18,OCR,2020,6,9
74.0,01-05,750000.0,18,OCR,2019,9,8
75.0,11-15,770000.0,18,OCR,2020,3,9
89.0,06-10,850000.0,18,OCR,2020,1,9
75.0,11-15,800000.0,18,OCR,2020,1,9
121.0,01-05,950000.0,18,OCR,2020,6,9
89.0,01-05,880000.0,18,OCR,2019,11,8
89.0,01-05,860000.0,18,OCR,2020,8,9
74.0,11-15,780000.0,18,OCR,2020,8,9
89.0,06-10,860000.0,18,OCR,2020,3,9
93.0,01-05,828000.0,18,OCR,2020,7,9
89.0,06-10,900000.0,18,OCR,2020,7,9
107.0,06-10,1050000.0,18,OCR,2020,7,9
120.0,06-10,1200000.0,18,OCR,2020,5,9
92.0,06-10,918000.0,18,OCR,2020,8,9
100.0,11-15,1068000.0,18,OCR,2020,8,9
89.0,06-10,908000.0,18,OCR,2020,7,9
89.0,06-10,905000.0,18,OCR,2020,8,9
75.0,06-10,748000.0,18,OCR,2019,9,8
75.0,06-10,778000.0,18,OCR,2020,2,9
132.0,06-10,1210000.0,18,OCR,2019,10,8
89.0,06-10,965000.0,18,OCR,2019,11,8
74.0,06-10,770000.0,18,OCR,2020,8,9
89.0,11-15,900000.0,18,OCR,2020,7,9
75.0,11-15,775000.0,18,OCR,2019,9,8
74.0,06-10,760000.0,18,OCR,2019,9,8
120.0,06-10,1140000.0,18,OCR,2020,6,9
143.0,01-05,1150000.0,18,OCR,2020,11,9
120.0,01-05,1085000.0,18,OCR,2020,9,9
75.0,11-15,795000.0,18,OCR,2020,8,9
74.0,06-10,740000.0,18,OCR,2020,8,9
100.0,11-15,998000.0,18,OCR,2020,9,9
100.0,01-05,945000.0,18,OCR,2020,11,9
143.0,01-05,1180000.0,18,OCR,2020,11,9
145.0,06-10,1270000.0,18,OCR,2020,8,9
147.0,01-05,1268000.0,18,OCR,2020,9,9
109.0,06-10,1048000.0,18,OCR,2020,8,9
83.0,01-05,780000.0,18,OCR,2020,9,9
97.0,06-10,970000.0,18,OCR,2020,10,9
92.0,16-20,945000.0,18,OCR,2020,10,9
97.0,11-15,988000.0,18,OCR,2020,10,9
89.0,01-05,890000.0,18,OCR,2020,10,9
109.0,01-05,1030000.0,18,OCR,2020,9,9
150.0,16-20,1330000.0,18,OCR,2020,9,9
99.0,01-05,960000.0,18,OCR,2020,10,9
112.0,01-05,950589.0,18,OCR,2020,8,9
92.0,06-10,910000.0,18,OCR,2020,9,9
89.0,06-10,920000.0,18,OCR,2020,10,9
89.0,01-05,890000.0,18,OCR,2020,11,9
89.0,11-15,945000.0,18,OCR,2020,10,9
89.0,01-05,850000.0,18,OCR,2021,1,10
89.0,11-15,900000.0,18,OCR,2021,1,10
109.0,01-05,1060000.0,18,OCR,2021,1,10
89.0,16-20,938000.0,18,OCR,2020,10,9
109.0,11-15,1110000.0,18,OCR,2021,1,10
105.0,11-15,1088000.0,18,OCR,2021,1,10
105.0,06-10,1060000.0,18,OCR,2020,12,9
121.0,01-05,998000.0,18,OCR,2020,11,9
100.0,06-10,1050000.0,18,OCR,2021,2,10
75.0,01-05,725000.0,18,OCR,2021,2,10
114.0,06-10,1180000.0,18,OCR,2021,2,10
92.0,06-10,932000.0,18,OCR,2021,1,10
107.0,01-05,1070000.0,18,OCR,2021,6,10
100.0,01-05,1070000.0,18,OCR,2021,11,10
188.0,01-05,1738000.0,18,OCR,2021,11,10
114.0,06-10,1220000.0,18,OCR,2021,10,10
89.0,01-05,958000.0,18,OCR,2021,3,10
75.0,11-15,800000.0,18,OCR,2021,6,10
112.0,01-05,1128000.0,18,OCR,2021,3,10
98.0,01-05,910000.0,18,OCR,2021,5,10
98.0,06-10,940000.0,18,OCR,2021,8,10
114.0,06-10,1178000.0,18,OCR,2021,1,10
109.0,06-10,1140000.0,18,OCR,2021,6,10
89.0,11-15,928000.0,18,OCR,2021,7,10
150.0,16-20,1300000.0,18,OCR,2021,9,10
127.0,01-05,1150000.0,18,OCR,2021,2,10
105.0,01-05,1050000.0,18,OCR,2021,9,10
89.0,06-10,955000.0,18,OCR,2021,7,10
126.0,01-05,1138000.0,18,OCR,2021,10,10
89.0,06-10,942000.0,18,OCR,2021,10,10
97.0,11-15,1005000.0,18,OCR,2021,4,10
114.0,01-05,1110000.0,18,OCR,2021,4,10
99.0,06-10,1060000.0,18,OCR,2021,9,10
89.0,11-15,980000.0,18,OCR,2021,9,10
120.0,01-05,1200000.0,18,OCR,2021,11,10
114.0,01-05,1200000.0,18,OCR,2021,8,10
100.0,06-10,1000000.0,18,OCR,2021,4,10
89.0,06-10,910000.0,18,OCR,2021,4,10
89.0,11-15,988000.0,18,OCR,2021,10,10
158.0,16-20,1350000.0,18,OCR,2021,10,10
72.0,16-20,822000.0,18,OCR,2021,6,10
107.0,11-15,1138000.0,18,OCR,2021,7,10
89.0,16-20,960000.0,18,OCR,2021,12,10
136.0,01-05,1210000.0,18,OCR,2021,8,10
89.0,01-05,975000.0,18,OCR,2021,11,10
105.0,01-05,1055000.0,18,OCR,2021,4,10
105.0,11-15,1180000.0,18,OCR,2021,9,10
105.0,11-15,1200000.0,18,OCR,2021,11,10
92.0,01-05,919000.0,18,OCR,2021,7,10
131.0,06-10,1090000.0,18,OCR,2021,7,10
74.0,11-15,838000.0,18,OCR,2021,11,10
89.0,01-05,945000.0,18,OCR,2021,11,10
93.0,06-10,936000.0,18,OCR,2021,11,10
114.0,11-15,1228000.0,18,OCR,2021,9,10
120.0,06-10,1300000.0,18,OCR,2021,11,10
121.0,01-05,1050000.0,18,OCR,2021,3,10
75.0,11-15,818000.0,18,OCR,2021,4,10
132.0,01-05,1280000.0,18,OCR,2021,10,10
93.0,06-10,841000.0,18,OCR,2021,6,10
107.0,06-10,1100000.0,18,OCR,2021,6,10
75.0,16-20,838000.0,18,OCR,2021,7,10
92.0,06-10,990000.0,18,OCR,2021,11,10
114.0,01-05,1350000.0,18,OCR,2022,6,11
145.0,11-15,1600000.0,18,OCR,2022,2,11
107.0,11-15,1295000.0,18,OCR,2022,4,11
107.0,01-05,1180000.0,18,OCR,2022,4,11
142.0,16-20,1550000.0,18,OCR,2022,6,11
143.0,01-05,1420000.0,18,OCR,2022,2,11
114.0,01-05,1320000.0,18,OCR,2022,7,11
132.0,06-10,1570000.0,18,OCR,2022,3,11
107.0,11-15,1225000.0,18,OCR,2022,3,11
99.0,06-10,1239000.0,18,OCR,2022,6,11
75.0,06-10,870000.0,18,OCR,2022,6,11
109.0,11-15,1290000.0,18,OCR,2022,5,11
97.0,01-05,1120000.0,18,OCR,2022,6,11
145.0,01-05,1626000.0,18,OCR,2022,7,11
92.0,01-05,1020000.0,18,OCR,2022,2,11
114.0,06-10,1380000.0,18,OCR,2022,6,11
114.0,01-05,1300000.0,18,OCR,2022,6,11
89.0,06-10,965000.0,18,OCR,2021,12,10
74.0,06-10,915000.0,18,OCR,2022,8,11
107.0,11-15,1298888.0,18,OCR,2022,8,11
74.0,01-05,870000.0,18,OCR,2022,9,11
89.0,11-15,1360000.0,18,OCR,2023,4,12
74.0,11-15,978000.0,18,OCR,2022,12,11
109.0,01-05,1388000.0,18,OCR,2023,3,12
105.0,06-10,1250000.0,18,OCR,2022,9,11
89.0,01-05,1150000.0,18,OCR,2023,2,12
120.0,01-05,1400000.0,18,OCR,2022,11,11
139.0,01-05,1618000.0,18,OCR,2023,1,12
100.0,11-15,1310000.0,18,OCR,2023,2,12
74.0,06-10,875000.0,18,OCR,2022,9,11
107.0,01-05,1288888.0,18,OCR,2022,12,11
75.0,11-15,985000.0,18,OCR,2022,11,11
132.0,11-15,1608000.0,18,OCR,2023,2,12
132.0,11-15,1730000.0,18,OCR,2022,10,11
89.0,01-05,1125000.0,18,OCR,2023,5,12
98.0,01-05,1200000.0,18,OCR,2023,2,12
75.0,01-05,960000.0,18,OCR,2023,2,12
92.0,11-15,1130000.0,18,OCR,2022,9,11
100.0,06-10,1300000.0,18,OCR,2023,5,12
75.0,01-05,950000.0,18,OCR,2023,7,12
109.0,11-15,1580000.0,18,OCR,2023,9,12
114.0,06-10,1380000.0,18,OCR,2023,7,12
109.0,06-10,1450000.0,18,OCR,2023,6,12
186.0,16-20,2050000.0,18,OCR,2023,8,12
89.0,06-10,1250000.0,18,OCR,2023,6,12
89.0,16-20,1320000.0,18,OCR,2023,8,12
100.0,11-15,1370000.0,18,OCR,2023,8,12
75.0,11-15,1042888.0,18,OCR,2023,11,12
75.0,11-15,990000.0,18,OCR,2023,8,12
109.0,06-10,1500000.0,18,OCR,2023,10,12
130.0,06-10,1928888.0,20,RCR,2023,10,23
128.0,06-10,2100000.0,20,RCR,2023,11,23
130.0,21-25,1620000.0,20,RCR,2019,9,19
128.0,16-20,1650000.0,20,RCR,2019,10,19
136.0,21-25,1750000.0,20,RCR,2020,4,20
128.0,21-25,1668000.0,20,RCR,2019,11,19
185.0,31-35,2200000.0,20,RCR,2019,11,19
128.0,06-10,1500000.0,20,RCR,2020,8,20
136.0,21-25,1750000.0,20,RCR,2019,9,19
109.0,01-05,1370000.0,20,RCR,2020,5,20
106.0,31-35,1390000.0,20,RCR,2020,7,20
136.0,16-20,1700000.0,20,RCR,2020,4,20
130.0,06-10,1480000.0,20,RCR,2020,8,20
130.0,21-25,1720000.0,20,RCR,2020,7,20
130.0,16-20,1680000.0,20,RCR,2020,10,20
106.0,31-35,1385000.0,20,RCR,2020,10,20
130.0,26-30,1700000.0,20,RCR,2020,11,20
109.0,06-10,1376000.0,20,RCR,2020,10,20
136.0,11-15,1750000.0,20,RCR,2020,11,20
128.0,11-15,1600000.0,20,RCR,2021,1,21
109.0,06-10,1360000.0,20,RCR,2021,3,21
130.0,11-15,1750000.0,20,RCR,2021,4,21
128.0,26-30,1760000.0,20,RCR,2021,7,21
130.0,11-15,1830000.0,20,RCR,2021,11,21
136.0,11-15,1730000.0,20,RCR,2021,7,21
129.0,26-30,1790000.0,20,RCR,2022,5,22
128.0,16-20,1880000.0,20,RCR,2022,3,22
125.0,26-30,1920000.0,20,RCR,2022,2,22
128.0,16-20,1838000.0,20,RCR,2022,1,22
130.0,16-20,2128000.0,20,RCR,2023,2,23
128.0,06-10,1900000.0,20,RCR,2023,3,23
136.0,11-15,2180000.0,20,RCR,2023,3,23
128.0,11-15,1900000.0,20,RCR,2022,10,22
130.0,11-15,1990000.0,20,RCR,2023,7,23
130.0,26-30,2150000.0,20,RCR,2023,4,23
136.0,21-25,2300000.0,20,RCR,2023,8,23
110.0,06-10,1650000.0,20,RCR,2023,10,23
134.0,01-05,1600000.0,18,OCR,2023,8,12
130.0,01-05,1570000.0,18,OCR,2023,12,12
124.0,06-10,1650000.0,18,OCR,2023,9,12
101.0,01-05,925000.0,18,OCR,2019,9,8
77.0,01-05,770000.0,18,OCR,2020,2,9
90.0,06-10,880000.0,18,OCR,2019,9,8
96.0,06-10,918000.0,18,OCR,2019,10,8
170.0,16-20,1180000.0,18,OCR,2019,9,8
83.0,06-10,815000.0,18,OCR,2019,9,8
103.0,06-10,980000.0,18,OCR,2020,4,9
83.0,16-20,830000.0,18,OCR,2020,1,9
90.0,01-05,860000.0,18,OCR,2020,8,9
101.0,01-05,918000.0,18,OCR,2019,10,8
96.0,01-05,910000.0,18,OCR,2020,3,9
130.0,01-05,1110000.0,18,OCR,2020,1,9
83.0,06-10,815000.0,18,OCR,2019,12,8
137.0,01-05,1138000.0,18,OCR,2020,1,9
103.0,11-15,978000.0,18,OCR,2019,12,8
96.0,11-15,935000.0,18,OCR,2020,1,9
116.0,16-20,1030000.0,18,OCR,2019,11,8
115.0,01-05,940000.0,18,OCR,2019,9,8
132.0,01-05,1150000.0,18,OCR,2019,10,8
124.0,11-15,1150000.0,18,OCR,2019,10,8
90.0,06-10,870000.0,18,OCR,2019,11,8
103.0,06-10,950000.0,18,OCR,2020,1,9
101.0,11-15,968000.0,18,OCR,2020,1,9
77.0,06-10,768000.0,18,OCR,2019,9,8
96.0,06-10,938888.0,18,OCR,2019,11,8
77.0,01-05,810000.0,18,OCR,2020,7,9
90.0,01-05,883000.0,18,OCR,2020,3,9
96.0,11-15,952000.0,18,OCR,2020,8,9
77.0,01-05,800000.0,18,OCR,2020,8,9
77.0,06-10,768000.0,18,OCR,2019,10,8
113.0,16-20,1055000.0,18,OCR,2019,11,8
113.0,06-10,1100000.0,18,OCR,2020,9,9
88.0,06-10,860000.0,18,OCR,2020,8,9
101.0,01-05,928000.0,18,OCR,2020,9,9
90.0,06-10,880000.0,18,OCR,2020,9,9
202.0,16-20,1550000.0,18,OCR,2020,10,9
96.0,06-10,939800.0,18,OCR,2020,9,9
98.0,11-15,1035000.0,18,OCR,2021,1,10
90.0,06-10,888000.0,18,OCR,2021,1,10
88.0,06-10,865000.0,18,OCR,2021,1,10
203.0,16-20,1580000.0,18,OCR,2020,12,9
140.0,16-20,1000000.0,18,OCR,2021,1,10
101.0,06-10,1000000.0,18,OCR,2021,3,10
98.0,11-15,1070000.0,18,OCR,2021,6,10
101.0,01-05,950000.0,18,OCR,2021,8,10
88.0,01-05,898000.0,18,OCR,2021,10,10
96.0,06-10,1030888.0,18,OCR,2021,4,10
101.0,06-10,1030000.0,18,OCR,2021,7,10
90.0,01-05,920000.0,18,OCR,2021,9,10
90.0,06-10,900000.0,18,OCR,2021,3,10
77.0,01-05,830000.0,18,OCR,2021,9,10
77.0,11-15,810000.0,18,OCR,2021,6,10
103.0,01-05,1070000.0,18,OCR,2021,11,10
88.0,06-10,910000.0,18,OCR,2021,10,10
124.0,11-15,1265000.0,18,OCR,2021,4,10
83.0,01-05,860000.0,18,OCR,2021,10,10
103.0,11-15,1245000.0,18,OCR,2022,5,11
90.0,06-10,950000.0,18,OCR,2021,12,10
132.0,06-10,1400000.0,18,OCR,2022,2,11
96.0,11-15,1065000.0,18,OCR,2021,12,10
83.0,01-05,970000.0,18,OCR,2022,4,11
90.0,01-05,1070000.0,18,OCR,2022,3,11
96.0,11-15,1080000.0,18,OCR,2022,4,11
132.0,11-15,1500000.0,18,OCR,2022,4,11
77.0,06-10,880000.0,18,OCR,2022,1,11
77.0,11-15,930000.0,18,OCR,2022,8,11
96.0,16-20,1090000.0,18,OCR,2022,3,11
77.0,06-10,898000.0,18,OCR,2022,6,11
113.0,01-05,1320000.0,18,OCR,2022,7,11
172.0,16-20,1660000.0,18,OCR,2022,10,11
98.0,11-15,1198000.0,18,OCR,2022,9,11
137.0,01-05,1500000.0,18,OCR,2023,1,12
83.0,06-10,1000000.0,18,OCR,2022,12,11
124.0,16-20,1600000.0,18,OCR,2022,10,11
77.0,01-05,998000.0,18,OCR,2023,3,12
83.0,16-20,1088000.0,18,OCR,2023,5,12
77.0,01-05,990000.0,18,OCR,2023,7,12
131.0,01-05,1580000.0,18,OCR,2023,7,12
98.0,16-20,1418000.0,18,OCR,2023,10,12
98.0,11-15,1325000.0,18,OCR,2023,7,12
136.0,01-05,1580000.0,18,OCR,2023,12,12
124.0,11-15,1630000.0,18,OCR,2023,8,12
77.0,06-10,1080000.0,18,OCR,2023,10,12
101.0,01-05,1380000.0,18,OCR,2023,10,12
119.0,11-15,1250000.0,18,OCR,2020,4,8
73.0,06-10,835000.0,18,OCR,2020,8,8
105.0,06-10,1160000.0,18,OCR,2020,9,8
105.0,06-10,1160000.0,18,OCR,2020,11,8
103.0,01-05,1210000.0,18,OCR,2021,2,9
147.0,06-10,1675000.0,18,OCR,2021,2,9
110.0,11-15,1190000.0,18,OCR,2021,2,9
110.0,01-05,1238000.0,18,OCR,2021,2,9
139.0,06-10,1750000.0,18,OCR,2021,2,9
106.0,11-15,1250000.0,18,OCR,2021,2,9
118.0,01-05,1288888.0,18,OCR,2021,2,9
128.0,06-10,1650000.0,18,OCR,2021,8,9
115.0,11-15,1488888.0,18,OCR,2021,11,9
277.0,11-15,1988888.0,18,OCR,2021,10,9
110.0,06-10,1184000.0,18,OCR,2021,2,9
103.0,06-10,1300000.0,18,OCR,2021,10,9
106.0,06-10,1258888.0,18,OCR,2021,3,9
128.0,01-05,1508888.0,18,OCR,2021,3,9
102.0,01-05,1110000.0,18,OCR,2021,5,9
123.0,06-10,1570000.0,18,OCR,2021,5,9
105.0,01-05,1228000.0,18,OCR,2021,4,9
106.0,06-10,1150000.0,18,OCR,2021,2,9
111.0,06-10,1300000.0,18,OCR,2021,7,9
105.0,11-15,1288000.0,18,OCR,2021,2,9
128.0,01-05,1530000.0,18,OCR,2021,3,9
128.0,06-10,1588000.0,18,OCR,2021,9,9
259.0,11-15,2285000.0,18,OCR,2021,10,9
110.0,06-10,1391888.0,18,OCR,2022,1,10
110.0,06-10,1430000.0,18,OCR,2022,1,10
73.0,11-15,880000.0,18,OCR,2021,4,9
110.0,06-10,1320000.0,18,OCR,2021,5,9
123.0,01-05,1500000.0,18,OCR,2021,9,9
123.0,11-15,1600000.0,18,OCR,2021,7,9
105.0,06-10,1140000.0,18,OCR,2021,3,9
103.0,06-10,1250000.0,18,OCR,2021,3,9
105.0,11-15,1300000.0,18,OCR,2021,3,9
108.0,01-05,1198888.0,18,OCR,2021,10,9
134.0,01-05,1480000.0,18,OCR,2021,10,9
120.0,06-10,1505000.0,18,OCR,2021,9,9
73.0,01-05,878000.0,18,OCR,2021,4,9
110.0,06-10,1280000.0,18,OCR,2021,4,9
105.0,11-15,1320000.0,18,OCR,2021,4,9
106.0,01-05,1200000.0,18,OCR,2021,3,9
105.0,06-10,1360000.0,18,OCR,2021,10,9
359.0,11-15,3288000.0,18,OCR,2021,10,9
103.0,11-15,1235000.0,18,OCR,2021,4,9
103.0,06-10,1260000.0,18,OCR,2021,4,9
108.0,01-05,1320000.0,18,OCR,2021,8,9
128.0,11-15,1688000.0,18,OCR,2022,1,10
113.0,01-05,1345888.0,18,OCR,2021,6,9
110.0,01-05,1360000.0,18,OCR,2021,9,9
108.0,06-10,1280000.0,18,OCR,2021,3,9
105.0,11-15,1290000.0,18,OCR,2021,3,9
